,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Stadium,City,Latitude,Longitude,Place,Country,Team_unicode,Unnamed: 0,max_temp,min_temp,apparent_temperature_max,apparent_temperature_min,wind_speed,weather_code,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_probability_mean
0,2014,23/08/2014,Almeria,Espanol,1,1,D,0,0,D,,19,12,6,2,8,9,11,7,3,2,0,1,Juegos Mediterráneos,Almería,36.94454,-2.462095,Rioja,Spain,Almeria,0,28.4,21.5,31.7,23.0,13.8,53,0.6,0.6,0.0,0.0,
1,2014,23/08/2014,Granada,La Coruna,2,1,H,0,1,A,,10,7,3,1,13,26,5,3,1,2,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,1,29.7,15.8,29.4,14.6,12.7,0,0.0,0.0,0.0,0.0,
2,2014,23/08/2014,Malaga,Ath Bilbao,1,0,H,1,0,H,,12,12,3,5,13,9,5,4,3,3,2,0,La Rosaleda,Málaga,36.737595,-4.426764,Palma-palmilla,Spain,Malaga,2,30.4,22.6,32.7,22.4,16.8,1,0.0,0.0,0.0,0.0,
3,2014,23/08/2014,Sevilla,Valencia,1,1,D,1,0,H,,10,11,3,1,23,8,3,3,4,2,0,1,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,3,34.1,20.9,34.4,20.0,13.5,3,0.0,0.0,0.0,0.0,
4,2014,24/08/2014,Barcelona,Elche,3,0,H,1,0,H,,12,3,6,0,11,13,3,1,0,1,1,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,4,23.7,18.9,25.3,20.3,16.5,51,1.5,1.5,0.0,0.0,
5,2014,24/08/2014,Celta,Getafe,3,1,H,1,0,H,,20,12,8,3,19,15,4,4,4,1,0,0,Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,5,21.1,14.3,22.4,14.5,14.5,3,0.0,0.0,0.0,0.0,
6,2014,24/08/2014,Eibar,Sociedad,1,0,H,1,0,H,,12,19,5,4,13,14,5,6,4,1,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,6,22.5,13.3,23.8,12.9,15.1,3,0.0,0.0,0.0,0.0,
7,2014,24/08/2014,Levante,Villarreal,0,2,A,0,0,D,,9,12,2,6,11,14,3,4,1,3,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,7,29.8,22.0,31.8,24.7,22.9,51,0.2,0.2,0.0,0.0,
8,2014,25/08/2014,Real Madrid,Cordoba,2,0,H,1,0,H,,14,8,8,2,9,13,8,5,1,2,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,8,32.7,16.2,30.0,14.9,15.5,0,0.0,0.0,0.0,0.0,
9,2014,25/08/2014,Vallecano,Ath Madrid,0,0,D,0,0,D,,8,9,2,2,13,17,2,4,2,2,0,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,9,27.0,19.4,29.5,22.3,15.0,51,0.1,0.1,0.0,0.0,
10,2014,29/08/2014,Getafe,Almeria,1,0,H,1,0,H,,12,11,3,4,17,11,2,3,3,2,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,10,22.0,17.3,22.4,18.0,12.8,3,0.0,0.0,0.0,0.0,
11,2014,29/08/2014,Valencia,Malaga,3,0,H,2,0,H,,14,17,4,4,18,11,4,6,1,2,0,1,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,11,30.4,22.7,33.1,27.1,18.2,51,0.3,0.3,0.0,0.0,
12,2014,30/08/2014,Ath Bilbao,Levante,3,0,H,1,0,H,,10,10,5,2,13,17,2,11,1,4,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,12,20.3,16.5,19.9,16.9,14.7,51,0.1,0.1,0.0,0.0,
13,2014,30/08/2014,Ath Madrid,Eibar,2,1,H,2,1,H,,15,8,6,2,12,18,5,5,3,0,0,0,Vicente Calderón,Madrid,40.470784,-3.583985,28042,Spain,Ath Madrid,13,30.8,20.0,31.1,20.2,12.0,3,0.0,0.0,0.0,0.0,
14,2014,30/08/2014,Cordoba,Celta,1,1,D,0,0,D,,6,9,1,4,14,17,1,6,1,4,0,0,El Arcángel,Córdoba,37.878375,-4.765719,Distrito Sureste,Spain,Cordoba,14,36.1,23.8,35.2,24.3,15.9,3,0.0,0.0,0.0,0.0,
15,2014,30/08/2014,Espanol,Sevilla,1,2,A,0,1,A,,4,13,2,6,20,24,3,7,4,2,0,0,Power8 Stadium,Barcelona,42.176756,2.193915,Ripoll,Spain,Espanol,15,23.0,17.2,24.7,18.9,7.8,63,7.0,7.0,0.0,0.0,
16,2014,31/08/2014,Elche,Granada,1,1,D,0,0,D,,15,5,3,4,12,17,8,4,4,4,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,16,33.3,20.3,34.0,20.7,12.6,1,0.0,0.0,0.0,0.0,
17,2014,31/08/2014,La Coruna,Vallecano,2,2,D,1,1,D,,10,12,5,2,16,18,2,4,4,6,0,0,Riazor,A Coruña,42.893424,-8.093379,A Coruña,Spain,La Coruna,17,28.2,13.2,31.1,13.1,12.2,1,0.0,0.0,0.0,0.0,
18,2014,31/08/2014,Sociedad,Real Madrid,4,2,H,2,2,D,,13,19,5,5,18,12,8,6,1,2,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,18,35.1,21.1,36.6,22.3,12.0,3,0.0,0.0,0.0,0.0,
19,2014,31/08/2014,Villarreal,Barcelona,0,1,A,0,0,D,,9,20,0,8,12,9,3,10,0,2,0,0,El Madrigal,Villarreal,39.945646,-0.113514,Vila-real,Spain,Villarreal,19,27.4,20.8,29.8,23.6,15.3,53,1.9,1.9,0.0,0.0,
20,2014,12/09/2014,Almeria,Cordoba,1,1,D,1,1,D,,12,11,2,4,14,22,8,2,4,4,0,0,Juegos Mediterráneos,Almería,36.94454,-2.462095,Rioja,Spain,Almeria,20,27.7,21.3,29.5,22.7,15.7,0,0.0,0.0,0.0,0.0,
21,2014,13/09/2014,Barcelona,Ath Bilbao,2,0,H,0,0,D,,15,3,8,2,12,11,5,1,1,1,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,21,25.6,19.4,27.5,21.8,15.3,3,0.0,0.0,0.0,0.0,
22,2014,13/09/2014,Celta,Sociedad,2,2,D,1,0,H,,13,20,6,5,13,15,5,8,1,5,0,0,Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,22,22.4,18.3,24.1,19.5,14.9,61,1.8,1.8,0.0,0.0,
23,2014,13/09/2014,Malaga,Levante,0,0,D,0,0,D,,18,10,7,0,10,15,20,1,1,2,0,0,La Rosaleda,Málaga,36.737595,-4.426764,Palma-palmilla,Spain,Malaga,23,28.7,21.5,31.6,22.9,9.4,3,0.0,0.0,0.0,0.0,
24,2014,13/09/2014,Real Madrid,Ath Madrid,1,2,A,1,1,D,,21,9,4,2,12,12,4,4,4,7,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,24,27.6,17.4,25.5,17.0,12.7,3,0.0,0.0,0.0,0.0,
25,2014,14/09/2014,Granada,Villarreal,0,0,D,0,0,D,,9,14,3,3,12,13,9,5,3,2,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,25,27.5,15.1,26.1,14.4,14.1,3,0.0,0.0,0.0,0.0,
26,2014,14/09/2014,Sevilla,Getafe,2,0,H,1,0,H,,12,7,4,1,10,25,8,5,2,6,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,26,30.4,19.3,29.7,20.3,19.9,3,0.0,0.0,0.0,0.0,
27,2014,14/09/2014,Valencia,Espanol,3,1,H,1,0,H,,11,8,6,3,15,13,7,8,1,1,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,27,31.7,21.7,34.6,25.2,20.7,2,0.0,0.0,0.0,0.0,
28,2014,14/09/2014,Vallecano,Elche,2,3,A,1,1,D,,14,12,4,5,11,23,6,5,2,2,0,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,28,24.0,18.5,26.7,20.1,11.4,63,19.6,19.6,0.0,0.0,
29,2014,15/09/2014,Eibar,La Coruna,0,1,A,0,1,A,,14,4,2,1,11,23,4,8,0,5,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,29,23.6,16.0,26.0,16.8,8.7,3,0.0,0.0,0.0,0.0,
30,2014,19/09/2014,Elche,Eibar,0,2,A,0,2,A,,15,8,6,4,9,10,10,7,2,1,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,30,24.6,13.7,20.9,13.1,18.8,3,0.0,0.0,0.0,0.0,
31,2014,20/09/2014,Ath Bilbao,Granada,0,1,A,0,1,A,,13,3,5,2,14,20,7,5,2,4,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,31,26.8,18.9,28.1,18.5,13.2,51,0.6,0.6,0.0,0.0,
32,2014,20/09/2014,Ath Madrid,Celta,2,2,D,2,1,H,,18,5,8,5,9,17,6,3,1,3,0,0,Vicente Calderón,Madrid,40.470784,-3.583985,28042,Spain,Ath Madrid,32,24.4,12.9,23.2,12.9,10.5,3,0.0,0.0,0.0,0.0,
33,2014,20/09/2014,Espanol,Malaga,2,2,D,1,0,H,,13,9,8,3,14,16,7,2,2,3,0,0,Power8 Stadium,Barcelona,42.176756,2.193915,Ripoll,Spain,Espanol,33,24.9,12.9,24.7,12.0,9.5,3,0.0,0.0,0.0,0.0,
34,2014,20/09/2014,La Coruna,Real Madrid,2,8,A,0,3,A,,14,19,5,13,8,9,2,3,1,1,0,0,Riazor,A Coruña,42.893424,-8.093379,A Coruña,Spain,La Coruna,34,21.3,15.4,20.7,13.8,24.1,3,0.0,0.0,0.0,0.0,
35,2014,21/09/2014,Cordoba,Sevilla,1,3,A,0,1,A,,9,15,3,8,11,24,7,4,6,2,0,0,El Arcángel,Córdoba,37.878375,-4.765719,Distrito Sureste,Spain,Cordoba,35,28.2,19.2,29.0,20.7,14.9,61,4.5,4.5,0.0,0.0,
36,2014,21/09/2014,Levante,Barcelona,0,5,A,0,2,A,,9,17,2,8,13,11,3,6,1,2,1,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,36,29.8,22.3,31.8,26.2,12.5,3,0.0,0.0,0.0,0.0,
37,2014,21/09/2014,Sociedad,Almeria,1,2,A,0,1,A,,22,13,6,5,19,17,13,7,1,6,0,1,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,37,26.2,18.7,28.4,20.8,13.0,63,10.7,10.7,0.0,0.0,
38,2014,21/09/2014,Villarreal,Vallecano,4,2,H,1,2,A,,19,10,9,3,11,18,11,5,2,2,0,0,El Madrigal,Villarreal,39.945646,-0.113514,Vila-real,Spain,Villarreal,38,27.7,21.2,29.7,24.4,14.8,51,0.1,0.1,0.0,0.0,
39,2014,22/09/2014,Getafe,Valencia,0,3,A,0,2,A,,12,7,5,3,25,17,6,1,6,1,0,1,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,39,20.3,18.0,21.4,18.9,21.3,61,12.0,12.0,0.0,0.0,
40,2014,23/09/2014,Celta,La Coruna,2,1,H,1,0,H,,11,5,4,3,15,15,13,4,3,3,0,0,Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,40,22.6,16.4,24.2,16.3,18.3,61,2.6,2.6,0.0,0.0,
41,2014,23/09/2014,Real Madrid,Elche,5,1,H,3,1,H,,23,10,12,3,15,15,8,2,2,1,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,41,21.8,12.3,19.7,11.8,12.2,3,0.0,0.0,0.0,0.0,
42,2014,24/09/2014,Almeria,Ath Madrid,0,1,A,0,0,D,,6,19,1,9,14,16,2,10,3,6,0,0,Juegos Mediterráneos,Almería,36.94454,-2.462095,Rioja,Spain,Almeria,42,23.7,19.1,24.4,20.0,15.6,2,0.0,0.0,0.0,0.0,
43,2014,24/09/2014,Eibar,Villarreal,1,1,D,1,0,H,,7,15,3,4,14,17,2,10,4,4,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,43,17.8,13.9,15.8,12.4,17.0,51,1.6,1.6,0.0,0.0,
44,2014,24/09/2014,Granada,Levante,0,1,A,0,0,D,,8,10,0,4,14,13,5,3,2,6,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,44,21.2,12.4,19.6,12.3,12.4,51,0.3,0.3,0.0,0.0,
45,2014,24/09/2014,Malaga,Barcelona,0,0,D,0,0,D,,6,10,2,0,15,13,2,8,2,2,0,0,La Rosaleda,Málaga,36.737595,-4.426764,Palma-palmilla,Spain,Malaga,45,24.9,16.9,25.5,18.5,11.2,1,0.0,0.0,0.0,0.0,
46,2014,24/09/2014,Sevilla,Sociedad,1,0,H,1,0,H,,19,8,8,1,13,7,11,4,6,2,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,46,24.6,16.6,26.2,18.2,10.7,61,3.3,3.3,0.0,0.0,
47,2014,24/09/2014,Vallecano,Ath Bilbao,2,1,H,1,1,D,,15,8,5,3,18,17,1,2,2,2,0,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,47,21.6,15.0,21.2,15.7,12.6,51,1.6,1.6,0.0,0.0,
48,2014,25/09/2014,Espanol,Getafe,2,0,H,0,0,D,,10,6,4,2,16,17,6,4,1,2,0,0,Power8 Stadium,Barcelona,42.176756,2.193915,Ripoll,Spain,Espanol,48,18.8,9.5,18.1,8.9,11.0,51,1.0,1.0,0.0,0.0,
49,2014,25/09/2014,Valencia,Cordoba,3,0,H,2,0,H,,17,2,7,1,11,23,3,3,1,3,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,49,23.1,17.6,22.3,17.7,16.9,51,0.9,0.9,0.0,0.0,
50,2014,26/09/2014,Elche,Celta,0,1,A,0,0,D,,14,16,3,4,12,14,0,4,4,2,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,50,24.2,13.3,22.2,11.8,18.3,3,0.0,0.0,0.0,0.0,
51,2014,27/09/2014,Ath Bilbao,Eibar,0,0,D,0,0,D,,13,10,1,2,13,22,6,2,5,6,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,51,23.6,12.8,24.4,12.1,14.3,3,0.0,0.0,0.0,0.0,
52,2014,27/09/2014,Ath Madrid,Sevilla,4,0,H,2,0,H,,11,4,6,1,14,16,5,3,4,3,0,0,Vicente Calderón,Madrid,40.470784,-3.583985,28042,Spain,Ath Madrid,52,22.3,12.9,21.6,12.2,11.4,53,3.1,3.1,0.0,0.0,
53,2014,27/09/2014,Barcelona,Granada,6,0,H,3,0,H,,19,9,12,1,11,11,8,1,1,3,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,53,23.1,14.5,23.9,14.7,10.4,51,0.1,0.1,0.0,0.0,
54,2014,27/09/2014,Levante,Vallecano,0,2,A,0,2,A,,7,13,0,5,21,16,5,7,4,3,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,54,23.3,19.0,22.9,20.6,17.3,61,3.6,3.6,0.0,0.0,
55,2014,27/09/2014,Villarreal,Real Madrid,0,2,A,0,2,A,,19,11,5,3,7,10,7,6,0,1,0,0,El Madrigal,Villarreal,39.945646,-0.113514,Vila-real,Spain,Villarreal,55,22.3,16.6,22.1,17.4,14.0,51,0.7,0.7,0.0,0.0,
56,2014,28/09/2014,Cordoba,Espanol,0,0,D,0,0,D,,10,4,4,2,13,26,3,5,2,6,0,0,El Arcángel,Córdoba,37.878375,-4.765719,Distrito Sureste,Spain,Cordoba,56,24.7,18.2,25.2,20.1,8.1,63,8.9,8.9,0.0,0.0,
57,2014,28/09/2014,Getafe,Malaga,1,0,H,1,0,H,,9,10,3,0,8,16,4,4,0,3,0,1,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,57,22.6,16.5,24.5,17.0,13.6,61,6.4,6.4,0.0,0.0,
58,2014,28/09/2014,La Coruna,Almeria,0,1,A,0,0,D,,8,15,1,6,14,18,6,5,2,4,0,0,Riazor,A Coruña,42.893424,-8.093379,A Coruña,Spain,La Coruna,58,21.1,11.8,21.3,11.5,13.0,53,2.0,2.0,0.0,0.0,
59,2014,28/09/2014,Sociedad,Valencia,1,1,D,1,1,D,,18,7,5,2,13,17,11,4,2,5,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,59,24.8,17.5,26.0,19.5,8.1,61,2.9,2.9,0.0,0.0,
60,2014,03/10/2014,Getafe,Cordoba,1,1,D,0,0,D,,18,10,5,3,12,11,8,3,1,2,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,60,24.4,14.0,25.2,14.3,13.2,3,0.0,0.0,0.0,0.0,
61,2014,04/10/2014,Almeria,Elche,2,2,D,1,1,D,,16,6,3,3,13,18,9,5,2,4,0,1,Juegos Mediterráneos,Almería,36.94454,-2.462095,Rioja,Spain,Almeria,61,23.4,19.7,25.8,21.2,10.0,53,1.1,1.1,0.0,0.0,
62,2014,04/10/2014,Eibar,Levante,3,3,D,0,2,A,,14,13,6,5,12,16,4,4,3,1,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,62,20.0,12.4,19.6,12.1,24.5,53,3.3,3.3,0.0,0.0,
63,2014,04/10/2014,Malaga,Granada,2,1,H,0,1,A,,17,8,3,5,12,15,3,3,1,4,1,0,La Rosaleda,Málaga,36.737595,-4.426764,Palma-palmilla,Spain,Malaga,63,24.2,18.0,26.6,19.7,8.7,3,0.0,0.0,0.0,0.0,
64,2014,04/10/2014,Valencia,Ath Madrid,3,1,H,3,1,H,,6,19,3,5,23,14,1,6,4,0,0,1,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,64,25.4,16.9,27.9,18.4,14.0,3,0.0,0.0,0.0,0.0,
65,2014,04/10/2014,Vallecano,Barcelona,0,2,A,0,2,A,,14,18,4,7,19,7,6,7,2,2,2,0,Vallecas,Madrid,41.369913,1.39185,Mas d'en Parès,Spain,Vallecano,65,23.3,14.2,23.2,14.9,10.8,51,0.1,0.1,0.0,0.0,
66,2014,05/10/2014,Celta,Villarreal,1,3,A,1,2,A,,15,11,6,4,15,22,11,4,3,4,1,0,Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,66,19.7,13.8,18.9,12.0,17.4,3,0.0,0.0,0.0,0.0,
67,2014,05/10/2014,Espanol,Sociedad,2,0,H,1,0,H,,10,13,4,4,20,12,4,4,6,2,0,0,Power8 Stadium,Barcelona,42.176756,2.193915,Ripoll,Spain,Espanol,67,16.9,11.7,16.9,11.3,10.5,63,24.1,24.1,0.0,0.0,
68,2014,05/10/2014,Real Madrid,Ath Bilbao,5,0,H,2,0,H,,19,6,14,5,9,10,8,7,1,2,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,68,23.1,12.4,21.7,10.8,12.8,3,0.0,0.0,0.0,0.0,
69,2014,05/10/2014,Sevilla,La Coruna,4,1,H,2,1,H,,16,7,10,5,11,10,9,2,2,2,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,69,28.8,16.1,28.7,16.5,12.4,3,0.0,0.0,0.0,0.0,
70,2014,17/10/2014,Granada,Vallecano,0,1,A,0,0,D,,9,8,1,2,17,13,3,6,4,5,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,70,25.0,8.7,23.4,7.0,9.3,3,0.0,0.0,0.0,0.0,
71,2014,18/10/2014,Ath Bilbao,Celta,1,1,D,1,0,H,,13,4,4,1,13,16,9,2,3,3,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,71,27.0,18.8,26.3,17.0,17.0,0,0.0,0.0,0.0,0.0,
72,2014,18/10/2014,Barcelona,Eibar,3,0,H,0,0,D,,27,4,12,2,9,13,12,3,2,2,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,72,24.8,16.5,26.2,16.8,10.9,3,0.0,0.0,0.0,0.0,
73,2014,18/10/2014,Cordoba,Malaga,1,2,A,0,2,A,,8,8,2,4,16,21,6,13,2,3,0,0,El Arcángel,Córdoba,37.878375,-4.765719,Distrito Sureste,Spain,Cordoba,73,30.2,14.1,31.1,13.6,8.8,1,0.0,0.0,0.0,0.0,
74,2014,18/10/2014,Levante,Real Madrid,0,5,A,0,2,A,,11,21,1,11,13,8,6,3,4,0,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,74,27.8,16.5,28.6,17.7,13.8,3,0.0,0.0,0.0,0.0,
75,2014,19/10/2014,Ath Madrid,Espanol,2,0,H,1,0,H,,20,7,9,1,19,19,12,1,0,0,0,0,Vicente Calderón,Madrid,40.470784,-3.583985,28042,Spain,Ath Madrid,75,25.5,11.3,25.8,10.1,8.1,3,0.0,0.0,0.0,0.0,
76,2014,19/10/2014,Elche,Sevilla,0,2,A,0,0,D,,12,10,1,7,18,23,6,4,5,2,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,76,28.2,15.6,25.7,13.9,19.2,3,0.0,0.0,0.0,0.0,
77,2014,19/10/2014,La Coruna,Valencia,3,0,H,2,0,H,,11,8,5,1,19,19,3,5,3,3,0,0,Riazor,A Coruña,42.893424,-8.093379,A Coruña,Spain,La Coruna,77,23.4,13.7,25.7,13.9,13.0,51,0.3,0.3,0.0,0.0,
78,2014,19/10/2014,Villarreal,Almeria,2,0,H,1,0,H,,17,10,8,3,20,16,6,4,5,2,0,0,El Madrigal,Villarreal,39.945646,-0.113514,Vila-real,Spain,Villarreal,78,24.3,16.6,25.5,17.7,9.0,3,0.0,0.0,0.0,0.0,
79,2014,20/10/2014,Sociedad,Getafe,1,2,A,0,0,D,,13,16,2,7,10,13,8,4,1,3,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,79,30.3,19.5,31.4,17.3,12.7,3,0.0,0.0,0.0,0.0,
80,2014,24/10/2014,Celta,Levante,3,0,H,1,0,H,,13,4,4,0,14,16,7,0,0,3,0,0,Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,80,24.3,16.1,25.7,17.4,12.0,3,0.0,0.0,0.0,0.0,
81,2014,25/10/2014,Almeria,Ath Bilbao,0,1,A,0,0,D,,7,6,3,1,10,14,4,8,2,1,0,0,Juegos Mediterráneos,Almería,36.94454,-2.462095,Rioja,Spain,Almeria,81,24.7,15.4,23.1,14.5,14.8,3,0.0,0.0,0.0,0.0,
82,2014,25/10/2014,Cordoba,Sociedad,1,1,D,0,1,A,,7,7,3,1,13,12,5,4,3,2,0,0,El Arcángel,Córdoba,37.878375,-4.765719,Distrito Sureste,Spain,Cordoba,82,28.6,13.5,28.1,12.3,10.8,3,0.0,0.0,0.0,0.0,
83,2014,25/10/2014,Eibar,Granada,1,1,D,1,1,D,,7,8,3,3,14,14,7,8,3,4,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,83,21.8,14.1,22.1,14.5,10.8,3,0.0,0.0,0.0,0.0,
84,2014,25/10/2014,Real Madrid,Barcelona,3,1,H,1,1,D,,18,16,6,5,11,10,3,9,2,4,0,0,Santiago Bernabéu,Madrid,40.450264,-3.688988,28036,Spain,Real Madrid,84,23.8,11.6,22.2,9.7,9.9,3,0.0,0.0,0.0,0.0,
85,2014,25/10/2014,Valencia,Elche,3,1,H,2,0,H,,12,8,4,3,11,17,8,6,0,2,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,85,29.1,15.2,27.0,14.8,12.9,3,0.0,0.0,0.0,0.0,
86,2014,26/10/2014,Espanol,La Coruna,0,0,D,0,0,D,,16,5,5,1,12,17,11,0,2,4,0,0,Power8 Stadium,Barcelona,42.176756,2.193915,Ripoll,Spain,Espanol,86,19.5,7.9,19.1,6.7,7.4,3,0.0,0.0,0.0,0.0,
87,2014,26/10/2014,Getafe,Ath Madrid,0,1,A,0,1,A,,11,12,4,7,17,11,1,8,3,3,1,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,87,24.4,14.5,25.2,14.0,14.6,1,0.0,0.0,0.0,0.0,
88,2014,26/10/2014,Malaga,Vallecano,4,0,H,3,0,H,,18,10,8,4,18,21,7,4,1,4,0,0,La Rosaleda,Málaga,36.737595,-4.426764,Palma-palmilla,Spain,Malaga,88,24.4,16.4,23.3,16.4,7.0,3,0.0,0.0,0.0,0.0,
89,2014,26/10/2014,Sevilla,Villarreal,2,1,H,0,0,D,,8,11,4,4,19,15,3,2,3,4,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,89,26.6,15.1,26.2,14.0,9.5,3,0.0,0.0,0.0,0.0,
90,2014,31/10/2014,La Coruna,Getafe,1,2,A,0,1,A,,9,16,2,4,7,23,4,6,2,1,0,0,Riazor,A Coruña,42.893424,-8.093379,A Coruña,Spain,La Coruna,90,20.9,14.4,19.0,12.5,22.1,53,1.6,1.6,0.0,0.0,
91,2014,01/11/2014,Ath Madrid,Cordoba,4,2,H,1,0,H,,16,8,8,4,12,13,4,5,0,2,0,0,Vicente Calderón,Madrid,40.470784,-3.583985,28042,Spain,Ath Madrid,91,21.1,9.3,19.8,7.7,5.8,3,0.0,0.0,0.0,0.0,
92,2014,01/11/2014,Barcelona,Celta,0,1,A,0,0,D,,19,10,9,4,10,29,9,5,1,2,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,92,20.1,14.2,20.6,14.6,8.6,3,0.0,0.0,0.0,0.0,
93,2014,01/11/2014,Granada,Real Madrid,0,4,A,0,2,A,,11,18,5,8,19,9,3,4,1,2,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,93,21.9,6.9,19.9,5.0,8.0,3,0.0,0.0,0.0,0.0,
94,2014,01/11/2014,Sociedad,Malaga,0,1,A,0,0,D,,5,6,0,2,18,22,6,3,2,5,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,94,26.2,14.1,25.6,13.1,10.9,3,0.0,0.0,0.0,0.0,
95,2014,02/11/2014,Ath Bilbao,Sevilla,1,0,H,1,0,H,,9,4,2,1,24,11,4,8,4,3,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,95,19.7,12.8,20.2,12.9,8.4,53,2.0,2.0,0.0,0.0,
96,2014,02/11/2014,Elche,Espanol,2,1,H,1,0,H,,11,15,5,5,19,10,4,10,2,2,2,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,96,22.0,9.7,19.2,7.9,13.4,3,0.0,0.0,0.0,0.0,
