,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Stadium,City,Latitude,Longitude,Place,Country,Team_unicode,Unnamed: 0,max_temp,min_temp,apparent_temperature_max,apparent_temperature_min,wind_speed,weather_code,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_probability_mean
2350,2020,01/11/2020,Granada,Levante,1,1,D,1,1,D,,5,19,2,4,7,14,2,8,2,3,1,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2350,22.6,11.0,21.0,9.0,7.6,0,0.0,0.0,0.0,0.0,
2351,2020,01/11/2020,Valencia,Getafe,2,2,D,1,0,H,,11,16,5,5,18,25,0,3,8,5,1,1,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2351,23.8,11.2,23.1,9.8,11.3,2,0.0,0.0,0.0,0.0,
2352,2020,02/11/2020,Villarreal,Valladolid,2,0,H,2,0,H,,11,11,5,1,13,13,6,4,1,3,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2352,23.1,10.5,22.1,9.4,8.8,0,0.0,0.0,0.0,0.0,
2353,2020,06/11/2020,Elche,Celta,1,1,D,1,1,D,,8,14,1,6,18,12,3,3,3,4,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2353,19.2,11.5,14.9,8.6,40.3,53,1.0,1.0,0.0,0.0,
2354,2020,07/11/2020,Huesca,Eibar,1,1,D,0,1,A,,14,8,6,3,16,30,4,3,2,0,0,0,El Alcoraz,Huesca,42.135474,-0.410025,22002,Spain,Huesca,2354,15.3,11.1,13.7,9.7,39.5,65,20.7,20.7,0.0,0.0,
2355,2020,07/11/2020,Barcelona,Betis,5,2,H,1,1,D,,18,12,9,6,8,10,9,5,2,2,0,1,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2355,18.5,14.4,20.4,14.5,26.5,63,12.2,12.2,0.0,0.0,
2356,2020,07/11/2020,Sevilla,Osasuna,1,0,H,0,0,D,,9,10,1,2,11,19,3,0,2,3,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2356,20.6,12.8,18.9,11.9,18.9,61,7.0,7.0,0.0,0.0,
2357,2020,07/11/2020,Ath Madrid,Cadiz,4,0,H,2,0,H,,17,10,7,3,10,9,2,7,1,1,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2357,14.5,8.1,13.4,6.5,15.8,63,15.8,15.8,0.0,0.0,
2358,2020,08/11/2020,Getafe,Villarreal,1,3,A,1,2,A,,13,9,5,5,18,11,3,3,3,4,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2358,21.4,13.6,19.7,12.6,28.1,3,0.0,0.0,0.0,0.0,
2359,2020,08/11/2020,Sociedad,Granada,2,0,H,2,0,H,,22,2,9,1,8,11,15,0,2,1,1,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2359,21.9,12.1,20.7,11.8,13.3,3,0.0,0.0,0.0,0.0,
2360,2020,08/11/2020,Levante,Alaves,1,1,D,0,1,A,,18,6,5,2,12,16,12,1,1,6,0,1,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2360,20.8,11.7,20.9,9.6,11.8,3,0.0,0.0,0.0,0.0,
2361,2020,08/11/2020,Valladolid,Ath Bilbao,2,1,H,1,0,H,,7,17,4,2,23,11,2,11,4,2,0,0,José Zorrilla,Valladolid,41.587425,-4.590862,Tudela de Duero,Spain,Valladolid,2361,15.7,8.0,13.1,5.7,18.5,53,0.8,0.8,0.0,0.0,
2362,2020,08/11/2020,Valencia,Real Madrid,4,1,H,2,1,H,,7,16,4,6,13,14,1,8,3,2,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2362,21.0,12.2,20.7,10.5,12.4,3,0.0,0.0,0.0,0.0,
2363,2020,20/11/2020,Osasuna,Huesca,1,1,D,0,1,A,,18,6,7,5,14,15,4,3,2,3,0,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2363,10.4,4.9,5.9,0.8,23.1,3,0.0,0.0,0.0,0.0,
2364,2020,21/11/2020,Levante,Elche,1,1,D,1,0,H,,13,11,5,5,15,11,5,4,1,4,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2364,17.2,6.9,15.5,4.9,10.8,3,0.0,0.0,0.0,0.0,
2365,2020,21/11/2020,Villarreal,Real Madrid,1,1,D,0,1,A,,13,6,1,1,16,14,4,2,1,2,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2365,16.8,4.4,15.1,1.4,10.5,2,0.0,0.0,0.0,0.0,
2366,2020,21/11/2020,Sevilla,Celta,4,2,H,2,2,D,,15,10,10,7,14,20,3,2,2,2,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2366,22.5,11.3,22.4,8.8,15.2,1,0.0,0.0,0.0,0.0,
2367,2020,21/11/2020,Ath Madrid,Barcelona,1,0,H,1,0,H,,9,13,2,4,12,6,8,8,4,0,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2367,14.9,3.4,12.3,-0.6,12.8,3,0.0,0.0,0.0,0.0,
2368,2020,22/11/2020,Eibar,Getafe,0,0,D,0,0,D,,15,8,5,3,16,22,3,4,3,4,1,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,2368,16.1,5.3,14.9,1.9,14.3,0,0.0,0.0,0.0,0.0,
2369,2020,22/11/2020,Cadiz,Sociedad,0,1,A,0,0,D,,2,14,0,4,14,14,1,6,2,1,0,0,Ramón de Carranza,Cádiz,36.532708,-6.293484,Cádiz,Spain,Cadiz,2369,19.5,13.1,15.9,11.0,26.4,0,0.0,0.0,0.0,0.0,
2370,2020,22/11/2020,Granada,Valladolid,1,3,A,0,1,A,,16,9,6,3,16,14,5,3,4,3,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2370,13.8,1.9,11.6,-1.0,6.2,51,0.2,0.2,0.0,0.0,
2371,2020,22/11/2020,Alaves,Valencia,2,2,D,2,0,H,,13,13,3,5,21,16,4,5,1,1,0,0,Mendizorrotza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2371,11.4,0.0,9.4,-3.2,10.0,1,0.0,0.0,0.0,0.0,
2372,2020,23/11/2020,Ath Bilbao,Betis,4,0,H,2,0,H,,14,7,9,1,16,8,6,3,0,0,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2372,14.2,5.3,12.3,3.3,7.2,3,0.0,0.0,0.0,0.0,
2373,2020,27/11/2020,Valladolid,Levante,1,1,D,0,0,D,,10,10,4,3,18,11,3,11,0,3,0,0,José Zorrilla,Valladolid,41.587425,-4.590862,Tudela de Duero,Spain,Valladolid,2373,13.6,6.8,9.5,3.9,20.2,3,0.0,0.0,0.0,0.0,
2374,2020,28/11/2020,Elche,Cadiz,1,1,D,1,0,H,,4,7,3,2,16,15,1,9,6,2,1,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2374,10.3,5.7,8.0,3.8,12.1,3,0.0,0.0,0.0,0.0,
2375,2020,28/11/2020,Valencia,Ath Madrid,0,1,A,0,0,D,,5,14,2,6,12,15,2,7,2,5,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2375,16.0,11.0,15.2,9.8,16.1,55,5.6,5.6,0.0,0.0,
2376,2020,28/11/2020,Huesca,Sevilla,0,1,A,0,0,D,,5,16,1,4,14,9,1,10,4,3,0,0,El Alcoraz,Huesca,42.135474,-0.410025,22002,Spain,Huesca,2376,14.3,6.9,12.1,4.9,18.5,51,0.7,0.7,0.0,0.0,
2377,2020,28/11/2020,Real Madrid,Alaves,1,2,A,0,1,A,,20,11,9,6,8,17,12,9,2,3,0,0,Alfredo Di Stéfano[a],Madrid,40.498492,-3.605935,28055,Spain,Real Madrid,2377,12.1,5.7,10.3,3.6,11.4,3,0.0,0.0,0.0,0.0,
2378,2020,29/11/2020,Barcelona,Osasuna,4,0,H,2,0,H,,20,10,11,5,8,12,5,3,1,0,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2378,18.5,10.7,17.6,9.4,22.1,3,0.0,0.0,0.0,0.0,
2379,2020,29/11/2020,Getafe,Ath Bilbao,1,1,D,0,1,A,,11,5,3,2,16,23,3,2,2,4,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2379,16.8,9.4,15.7,8.1,13.0,3,0.0,0.0,0.0,0.0,
2380,2020,29/11/2020,Celta,Granada,3,1,H,1,1,D,,17,9,8,2,14,13,8,0,4,3,1,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2380,16.3,9.2,15.0,7.8,12.1,55,2.8,2.8,0.0,0.0,
2381,2020,29/11/2020,Sociedad,Villarreal,1,1,D,1,1,D,,8,10,4,2,18,12,4,4,5,3,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2381,17.9,12.8,17.4,12.7,11.8,61,7.8,7.8,0.0,0.0,
2382,2020,30/11/2020,Betis,Eibar,0,2,A,0,0,D,,7,11,3,6,13,14,6,2,2,1,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2382,21.2,12.2,19.8,10.0,15.1,51,0.1,0.1,0.0,0.0,
2383,2020,04/12/2020,Ath Bilbao,Celta,0,2,A,0,0,D,,10,6,0,4,7,15,4,5,2,1,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2383,8.4,5.8,4.4,1.3,31.7,63,6.6,6.6,0.0,0.0,
2384,2020,05/12/2020,Levante,Getafe,3,0,H,2,0,H,,12,9,8,0,12,13,5,5,2,7,0,2,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2384,13.0,6.3,8.0,1.1,21.0,3,0.0,0.0,0.0,0.0,
2385,2020,05/12/2020,Sevilla,Real Madrid,0,1,A,0,0,D,,12,10,2,3,15,20,4,3,1,3,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2385,12.3,4.7,8.8,2.2,14.5,3,0.0,0.0,0.0,0.0,
2386,2020,05/12/2020,Ath Madrid,Valladolid,2,0,H,0,0,D,,15,13,4,3,10,10,4,4,4,2,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2386,7.4,-0.6,2.0,-4.3,20.0,3,0.0,0.0,0.0,0.0,
2387,2020,05/12/2020,Cadiz,Barcelona,2,1,H,1,0,H,,7,21,3,8,10,7,5,13,0,2,0,0,Ramón de Carranza,Cádiz,36.532708,-6.293484,Cádiz,Spain,Cadiz,2387,12.2,5.5,8.4,2.2,20.9,3,0.0,0.0,0.0,0.0,
2388,2020,06/12/2020,Granada,Huesca,3,3,D,1,1,D,,15,16,6,7,12,16,4,2,2,0,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2388,5.4,-0.7,1.3,-4.2,14.0,3,0.0,0.0,0.0,0.0,
2389,2020,06/12/2020,Osasuna,Betis,0,2,A,0,0,D,,10,12,0,5,16,12,2,5,3,2,0,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2389,6.7,3.0,3.6,-0.0,11.2,53,6.6,6.6,0.0,0.0,
2390,2020,06/12/2020,Villarreal,Elche,0,0,D,0,0,D,,12,3,3,0,16,13,4,0,3,2,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2390,15.2,5.7,10.4,2.2,22.0,3,0.0,0.0,0.0,0.0,
2391,2020,06/12/2020,Alaves,Sociedad,0,0,D,0,0,D,,5,13,1,5,3,11,2,3,1,0,1,0,Mendizorrotza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2391,5.3,2.2,1.6,-2.5,18.0,53,8.0,8.0,0.0,0.0,
2392,2020,07/12/2020,Eibar,Valencia,0,0,D,0,0,D,,19,6,3,4,15,10,8,0,3,2,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,2392,10.4,5.7,8.4,3.6,19.2,63,17.9,17.9,0.0,0.0,
2393,2020,11/12/2020,Valladolid,Osasuna,3,2,H,1,2,A,,11,13,6,6,14,18,3,3,4,5,0,0,José Zorrilla,Valladolid,41.587425,-4.590862,Tudela de Duero,Spain,Valladolid,2393,15.2,7.8,10.8,3.9,33.2,63,8.9,8.9,0.0,0.0,
2394,2020,12/12/2020,Valencia,Ath Bilbao,2,2,D,1,0,H,,11,13,2,5,19,16,0,10,2,6,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2394,19.8,12.7,16.1,9.6,25.2,3,0.0,0.0,0.0,0.0,
2395,2020,12/12/2020,Getafe,Sevilla,0,1,A,0,0,D,,8,8,2,0,14,13,5,3,2,3,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2395,13.3,10.9,10.1,4.5,48.4,61,7.8,7.8,0.0,0.0,
2396,2020,12/12/2020,Huesca,Alaves,1,0,H,0,0,D,,11,3,3,1,14,20,5,2,1,4,0,0,El Alcoraz,Huesca,42.135474,-0.410025,22002,Spain,Huesca,2396,11.6,7.4,6.4,2.2,30.3,53,2.3,2.3,0.0,0.0,
2397,2020,12/12/2020,Real Madrid,Ath Madrid,2,0,H,1,0,H,,11,5,3,1,7,16,3,6,1,3,0,0,Alfredo Di Stéfano[a],Madrid,40.498492,-3.605935,28055,Spain,Real Madrid,2397,13.9,4.5,10.1,2.5,19.3,3,0.0,0.0,0.0,0.0,
2398,2020,13/12/2020,Sociedad,Eibar,1,1,D,1,0,H,,8,16,2,4,14,11,5,4,4,3,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2398,17.9,11.7,17.6,11.0,10.8,3,0.0,0.0,0.0,0.0,
2399,2020,13/12/2020,Betis,Villarreal,1,1,D,0,1,A,,11,7,5,2,13,14,4,8,2,3,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2399,18.5,12.1,17.7,11.0,11.9,3,0.0,0.0,0.0,0.0,
2400,2020,13/12/2020,Elche,Granada,0,1,A,0,1,A,,9,13,1,5,16,15,6,5,4,2,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2400,11.7,5.6,10.7,3.1,10.8,51,0.1,0.1,0.0,0.0,
2401,2020,13/12/2020,Barcelona,Levante,1,0,H,0,0,D,,24,7,13,3,4,15,12,4,2,1,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2401,13.7,6.8,11.7,5.3,11.9,3,0.0,0.0,0.0,0.0,
2402,2020,14/12/2020,Celta,Cadiz,4,0,H,4,0,H,,8,12,5,2,24,9,1,5,2,1,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2402,14.2,9.5,13.4,8.1,16.6,61,11.9,11.9,0.0,0.0,
2403,2020,15/12/2020,Real Madrid,Ath Bilbao,3,1,H,1,0,H,,18,10,5,4,8,9,6,6,1,3,0,1,Alfredo Di Stéfano[a],Madrid,40.498492,-3.605935,28055,Spain,Real Madrid,2403,11.0,3.6,8.2,1.2,17.0,51,0.7,0.7,0.0,0.0,
2404,2020,16/12/2020,Barcelona,Sociedad,2,1,H,2,1,H,,14,12,4,5,18,14,2,3,3,3,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2404,15.7,7.8,12.7,5.9,15.1,2,0.0,0.0,0.0,0.0,
2405,2020,18/12/2020,Ath Bilbao,Huesca,2,0,H,0,0,D,,10,6,3,1,9,16,5,5,0,3,0,1,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2405,13.4,7.7,7.9,2.0,30.7,3,0.0,0.0,0.0,0.0,
2406,2020,19/12/2020,Ath Madrid,Elche,3,1,H,1,0,H,,12,8,6,3,13,14,2,5,1,2,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2406,8.4,6.0,7.1,4.3,11.3,61,8.9,8.9,0.0,0.0,
2407,2020,19/12/2020,Barcelona,Valencia,2,2,D,1,1,D,,25,12,9,4,10,14,8,3,4,2,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2407,15.0,8.4,13.1,6.9,16.8,51,0.3,0.3,0.0,0.0,
2408,2020,19/12/2020,Levante,Sociedad,2,1,H,1,1,D,,13,15,5,5,19,14,3,4,2,1,0,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2408,18.5,6.7,17.5,4.1,13.4,51,0.3,0.3,0.0,0.0,
2409,2020,19/12/2020,Osasuna,Villarreal,1,3,A,0,2,A,,6,13,1,6,17,16,2,2,2,2,1,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2409,9.8,5.8,8.3,3.4,10.5,53,4.7,4.7,0.0,0.0,
2410,2020,19/12/2020,Sevilla,Valladolid,1,1,D,1,0,H,,14,12,3,5,14,10,7,7,3,4,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2410,13.7,8.0,13.8,6.6,6.8,55,6.7,6.7,0.0,0.0,
2411,2020,20/12/2020,Celta,Alaves,2,0,H,1,0,H,,11,8,3,2,18,12,3,5,2,2,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2411,14.6,9.3,12.8,7.9,19.1,61,9.9,9.9,0.0,0.0,
2412,2020,20/12/2020,Granada,Betis,2,0,H,2,0,H,,8,14,3,1,21,16,1,10,3,4,0,0,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2412,13.0,4.8,10.8,2.3,8.4,51,0.4,0.4,0.0,0.0,
2413,2020,20/12/2020,Cadiz,Getafe,0,2,A,0,1,A,,8,6,1,4,6,22,2,4,1,6,0,0,Ramón de Carranza,Cádiz,36.532708,-6.293484,Cádiz,Spain,Cadiz,2413,16.8,9.9,15.5,8.6,16.2,3,0.0,0.0,0.0,0.0,
2414,2020,20/12/2020,Eibar,Real Madrid,1,3,A,1,2,A,,10,11,3,5,11,7,4,4,1,0,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,2414,13.9,5.2,11.9,3.1,13.0,3,0.0,0.0,0.0,0.0,
2415,2020,22/12/2020,Elche,Osasuna,2,2,D,0,1,A,,7,15,2,6,8,17,4,4,1,2,0,1,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2415,9.9,3.7,9.0,1.3,6.8,3,0.0,0.0,0.0,0.0,
2416,2020,22/12/2020,Valencia,Sevilla,0,1,A,0,0,D,,10,19,4,3,11,17,3,5,3,2,0,0,Mestalla,Valencia,39.469913,-0.358497,El Pla Del Real,Spain,Valencia,2416,17.6,8.1,16.7,6.5,11.8,3,0.0,0.0,0.0,0.0,
2417,2020,22/12/2020,Huesca,Levante,1,1,D,1,0,H,,11,9,2,1,10,17,10,3,2,3,0,0,El Alcoraz,Huesca,42.135474,-0.410025,22002,Spain,Huesca,2417,12.0,5.3,11.1,2.9,8.7,3,0.0,0.0,0.0,0.0,
2418,2020,22/12/2020,Sociedad,Ath Madrid,0,2,A,0,0,D,,6,8,1,3,20,17,5,5,3,3,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2418,18.5,9.6,18.3,7.5,12.8,2,0.0,0.0,0.0,0.0,
2419,2020,22/12/2020,Valladolid,Barcelona,0,3,A,0,2,A,,12,21,5,10,12,10,4,5,1,2,0,0,José Zorrilla,Valladolid,41.587425,-4.590862,Tudela de Duero,Spain,Valladolid,2419,14.9,8.5,14.0,7.0,10.3,3,0.0,0.0,0.0,0.0,
2420,2020,22/12/2020,Villarreal,Ath Bilbao,1,1,D,0,1,A,,17,9,6,3,10,18,6,4,1,1,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2420,16.6,6.5,15.5,5.0,7.2,3,0.0,0.0,0.0,0.0,
2421,2020,23/12/2020,Getafe,Celta,1,1,D,1,1,D,,6,2,3,1,17,16,1,4,3,3,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2421,18.7,10.4,15.6,5.9,31.2,61,11.3,11.3,0.0,0.0,
2422,2020,23/12/2020,Real Madrid,Granada,2,0,H,0,0,D,,23,10,6,1,13,11,8,1,2,1,0,0,Alfredo Di Stéfano[a],Madrid,40.498492,-3.605935,28055,Spain,Real Madrid,2422,10.9,4.6,8.2,2.8,13.8,3,0.0,0.0,0.0,0.0,
2423,2020,23/12/2020,Alaves,Eibar,2,1,H,2,1,H,,13,8,3,4,10,14,2,7,4,2,0,0,Mendizorrotza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2423,12.1,7.5,9.4,5.3,24.0,55,2.7,2.7,0.0,0.0,
2424,2020,23/12/2020,Betis,Cadiz,1,0,H,0,0,D,,6,6,1,3,18,9,5,5,1,1,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2424,16.4,6.5,15.9,4.8,5.8,51,0.7,0.7,0.0,0.0,
2425,2020,29/12/2020,Sevilla,Villarreal,2,0,H,1,0,H,,10,6,3,2,13,14,4,7,1,4,0,0,Ramón Sánchez Pizjuán,Seville,37.410508,-5.986583,41009,Spain,Sevilla,2425,13.9,4.5,10.5,2.2,17.0,51,0.1,0.1,0.0,0.0,
2426,2020,29/12/2020,Barcelona,Eibar,1,1,D,0,0,D,,16,9,5,3,6,15,5,7,0,2,0,0,Camp Nou,Barcelona,41.573025,2.52583,Caldes d'Estrac,Spain,Barcelona,2426,12.2,4.7,7.6,1.6,21.6,3,0.0,0.0,0.0,0.0,
2427,2020,29/12/2020,Cadiz,Valladolid,0,0,D,0,0,D,,8,7,3,1,14,13,1,6,3,2,0,0,Ramón de Carranza,Cádiz,36.532708,-6.293484,Cádiz,Spain,Cadiz,2427,13.7,6.1,10.6,3.9,17.5,51,0.3,0.3,0.0,0.0,
2428,2020,29/12/2020,Levante,Betis,4,3,H,3,1,H,,10,19,5,7,9,14,3,6,3,2,1,0,Ciutat de València,Valencia,39.277452,-0.279226,el Perelló,Spain,Levante,2428,14.2,8.2,8.8,2.3,27.1,3,0.0,0.0,0.0,0.0,
2429,2020,30/12/2020,Granada,Valencia,2,1,H,1,1,D,,24,16,5,6,16,15,6,6,4,4,1,2,Nuevo Los Cármenes,Granada,37.201644,-3.565655,18182,Spain,Granada,2429,8.1,-3.3,4.3,-7.3,7.4,51,0.1,0.1,0.0,0.0,
2430,2020,30/12/2020,Ath Madrid,Getafe,1,0,H,1,0,H,,10,10,3,2,7,12,5,2,2,3,0,0,Wanda Metropolitano,Madrid,40.554117,-3.380563,Camarma de Esteruelas,Spain,Ath Madrid,2430,8.5,-2.2,4.4,-6.3,10.0,3,0.0,0.0,0.0,0.0,
2431,2020,30/12/2020,Celta,Huesca,2,1,H,1,0,H,,15,17,6,6,19,8,0,5,2,0,0,0,Abanca-Balaídos,Vigo,42.212847,-8.736072,Vigo,Spain,Celta,2431,9.4,3.3,8.5,0.4,7.5,53,4.3,4.3,0.0,0.0,
2432,2020,30/12/2020,Elche,Real Madrid,1,1,D,0,1,A,,6,14,3,6,8,18,2,3,1,4,0,0,Martínez Valero,Elche,39.401902,-2.946516,Pedro Muñoz,Spain,Elche,2432,6.5,-1.4,2.9,-5.3,14.2,0,0.0,0.0,0.0,0.0,
2433,2020,31/12/2020,Ath Bilbao,Sociedad,0,1,A,0,1,A,,4,13,0,3,23,18,2,4,5,4,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2433,9.9,6.1,6.1,2.4,20.3,61,13.1,13.1,0.0,0.0,
2434,2020,31/12/2020,Osasuna,Alaves,1,1,D,0,0,D,,8,15,3,1,12,9,5,4,3,4,1,0,El Sadar,Pamplona,42.79614,-1.632952,31006,Spain,Osasuna,2434,6.5,2.0,3.5,-1.1,16.6,71,2.8,2.5,0.0,0.21,
2435,2020,02/01/2021,Villarreal,Levante,2,1,H,1,0,H,,12,9,7,2,12,11,3,5,1,1,0,0,Estadio de la Cerámica,Villarreal,39.934938,-0.098247,Vila-real,Spain,Villarreal,2435,11.1,2.2,7.2,-2.2,16.6,51,0.1,0.1,0.0,0.0,
2436,2020,02/01/2021,Betis,Sevilla,1,1,D,0,0,D,,16,6,3,2,15,18,2,1,5,2,0,0,Benito Villamarín,Seville,37.253303,-5.549843,Arahal,Spain,Betis,2436,10.5,0.1,7.2,-3.2,11.2,0,0.0,0.0,0.0,0.0,
2437,2020,02/01/2021,Getafe,Valladolid,0,1,A,0,1,A,,11,8,4,2,13,13,5,9,3,2,0,0,Coliseum Alfonso Pérez,Getafe,43.449879,-3.825267,Santander,Spain,Getafe,2437,8.3,4.6,4.6,0.1,25.0,61,9.0,9.0,0.0,0.0,
2438,2020,02/01/2021,Real Madrid,Celta,2,0,H,1,0,H,,9,6,2,1,14,14,1,5,4,2,0,0,Alfredo Di Stéfano[a],Madrid,40.498492,-3.605935,28055,Spain,Real Madrid,2438,4.8,-2.9,0.1,-6.7,14.9,3,0.0,0.0,0.0,0.0,
2439,2020,03/01/2021,Ath Bilbao,Elche,1,0,H,1,0,H,,13,5,2,2,15,13,5,4,2,1,0,0,San Mamés,Bilbao,43.350125,-3.095807,Biscay,Spain,Ath Bilbao,2439,6.0,4.2,2.3,-0.1,23.1,61,11.5,11.5,0.0,0.0,
2440,2020,03/01/2021,Alaves,Ath Madrid,1,2,A,0,1,A,,4,8,1,4,14,12,1,5,0,2,1,0,Mendizorrotza,Vitoria-Gasteiz,42.84152,-2.678255,Vitoria-Gasteiz,Spain,Alaves,2440,4.3,-0.1,0.3,-3.2,15.5,73,3.0,2.0,0.0,0.7,
2441,2020,03/01/2021,Eibar,Granada,2,0,H,0,0,D,,15,6,7,3,10,9,4,2,2,1,0,0,Ipurua,Eibar,43.183937,-2.473472,Eibar,Spain,Eibar,2441,5.6,0.7,2.5,-2.3,10.5,73,8.5,8.1,0.0,0.28,
2442,2020,03/01/2021,Sociedad,Osasuna,1,1,D,0,1,A,,8,6,2,2,15,8,7,2,1,1,0,0,Anoeta,San Sebastián,37.361316,-5.967074,41013,Spain,Sociedad,2442,11.8,0.4,8.9,-2.8,12.0,0,0.0,0.0,0.0,0.0,
2443,2020,03/01/2021,Huesca,Barcelona,0,1,A,0,1,A,,4,20,4,7,12,11,2,6,1,0,0,0,El Alcoraz,Huesca,42.135474,-0.410025,22002,Spain,Huesca,2443,7.3,-3.0,1.1,-7.3,25.9,51,0.4,0.4,0.0,0.0,
