,max_temp,min_temp,apparent_temperature_max,apparent_temperature_min,wind_speed,weather_code,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_probability_mean,Date,Stadium
33,24.9,12.9,24.7,12.0,9.5,3,0.0,0.0,0.0,0.0,,20/09/2014,Power8 Stadium
34,21.3,15.4,20.7,13.8,24.1,3,0.0,0.0,0.0,0.0,,20/09/2014,Riazor
35,28.2,19.2,29.0,20.7,14.9,61,4.5,4.5,0.0,0.0,,21/09/2014,El Arcángel
36,29.8,22.3,31.8,26.2,12.5,3,0.0,0.0,0.0,0.0,,21/09/2014,Ciutat de València
37,26.2,18.7,28.4,20.8,13.0,63,10.7,10.7,0.0,0.0,,21/09/2014,Anoeta
38,27.7,21.2,29.7,24.4,14.8,51,0.1,0.1,0.0,0.0,,21/09/2014,El Madrigal
39,20.3,18.0,21.4,18.9,21.3,61,12.0,12.0,0.0,0.0,,22/09/2014,Coliseum Alfonso Pérez
40,22.6,16.4,24.2,16.3,18.3,61,2.6,2.6,0.0,0.0,,23/09/2014,Balaídos
41,21.8,12.3,19.7,11.8,12.2,3,0.0,0.0,0.0,0.0,,23/09/2014,Santiago Bernabéu
42,23.7,19.1,24.4,20.0,15.6,2,0.0,0.0,0.0,0.0,,24/09/2014,Juegos Mediterráneos
43,17.8,13.9,15.8,12.4,17.0,51,1.6,1.6,0.0,0.0,,24/09/2014,Ipurua
44,21.2,12.4,19.6,12.3,12.4,51,0.3,0.3,0.0,0.0,,24/09/2014,Nuevo Los Cármenes
45,24.9,16.9,25.5,18.5,11.2,1,0.0,0.0,0.0,0.0,,24/09/2014,La Rosaleda
46,24.6,16.6,26.2,18.2,10.7,61,3.3,3.3,0.0,0.0,,24/09/2014,Ramón Sánchez Pizjuán
47,21.6,15.0,21.2,15.7,12.6,51,1.6,1.6,0.0,0.0,,24/09/2014,Vallecas
48,18.8,9.5,18.1,8.9,11.0,51,1.0,1.0,0.0,0.0,,25/09/2014,Power8 Stadium
49,23.1,17.6,22.3,17.7,16.9,51,0.9,0.9,0.0,0.0,,25/09/2014,Mestalla
50,24.2,13.3,22.2,11.8,18.3,3,0.0,0.0,0.0,0.0,,26/09/2014,Martínez Valero
51,23.6,12.8,24.4,12.1,14.3,3,0.0,0.0,0.0,0.0,,27/09/2014,San Mamés
52,22.3,12.9,21.6,12.2,11.4,53,3.1,3.1,0.0,0.0,,27/09/2014,Vicente Calderón
53,23.1,14.5,23.9,14.7,10.4,51,0.1,0.1,0.0,0.0,,27/09/2014,Camp Nou
54,23.3,19.0,22.9,20.6,17.3,61,3.6,3.6,0.0,0.0,,27/09/2014,Ciutat de València
55,22.3,16.6,22.1,17.4,14.0,51,0.7,0.7,0.0,0.0,,27/09/2014,El Madrigal
56,24.7,18.2,25.2,20.1,8.1,63,8.9,8.9,0.0,0.0,,28/09/2014,El Arcángel
57,22.6,16.5,24.5,17.0,13.6,61,6.4,6.4,0.0,0.0,,28/09/2014,Coliseum Alfonso Pérez
58,21.1,11.8,21.3,11.5,13.0,53,2.0,2.0,0.0,0.0,,28/09/2014,Riazor
59,24.8,17.5,26.0,19.5,8.1,61,2.9,2.9,0.0,0.0,,28/09/2014,Anoeta
60,24.4,14.0,25.2,14.3,13.2,3,0.0,0.0,0.0,0.0,,03/10/2014,Coliseum Alfonso Pérez
61,23.4,19.7,25.8,21.2,10.0,53,1.1,1.1,0.0,0.0,,04/10/2014,Juegos Mediterráneos
62,20.0,12.4,19.6,12.1,24.5,53,3.3,3.3,0.0,0.0,,04/10/2014,Ipurua
63,24.2,18.0,26.6,19.7,8.7,3,0.0,0.0,0.0,0.0,,04/10/2014,La Rosaleda
64,25.4,16.9,27.9,18.4,14.0,3,0.0,0.0,0.0,0.0,,04/10/2014,Mestalla
65,23.3,14.2,23.2,14.9,10.8,51,0.1,0.1,0.0,0.0,,04/10/2014,Vallecas
66,19.7,13.8,18.9,12.0,17.4,3,0.0,0.0,0.0,0.0,,05/10/2014,Balaídos
67,16.9,11.7,16.9,11.3,10.5,63,24.1,24.1,0.0,0.0,,05/10/2014,Power8 Stadium
68,23.1,12.4,21.7,10.8,12.8,3,0.0,0.0,0.0,0.0,,05/10/2014,Santiago Bernabéu
69,28.8,16.1,28.7,16.5,12.4,3,0.0,0.0,0.0,0.0,,05/10/2014,Ramón Sánchez Pizjuán
70,25.0,8.7,23.4,7.0,9.3,3,0.0,0.0,0.0,0.0,,17/10/2014,Nuevo Los Cármenes
71,27.0,18.8,26.3,17.0,17.0,0,0.0,0.0,0.0,0.0,,18/10/2014,San Mamés
72,24.8,16.5,26.2,16.8,10.9,3,0.0,0.0,0.0,0.0,,18/10/2014,Camp Nou
73,30.2,14.1,31.1,13.6,8.8,1,0.0,0.0,0.0,0.0,,18/10/2014,El Arcángel
74,27.8,16.5,28.6,17.7,13.8,3,0.0,0.0,0.0,0.0,,18/10/2014,Ciutat de València
75,25.5,11.3,25.8,10.1,8.1,3,0.0,0.0,0.0,0.0,,19/10/2014,Vicente Calderón
76,28.2,15.6,25.7,13.9,19.2,3,0.0,0.0,0.0,0.0,,19/10/2014,Martínez Valero
77,23.4,13.7,25.7,13.9,13.0,51,0.3,0.3,0.0,0.0,,19/10/2014,Riazor
78,24.3,16.6,25.5,17.7,9.0,3,0.0,0.0,0.0,0.0,,19/10/2014,El Madrigal
79,30.3,19.5,31.4,17.3,12.7,3,0.0,0.0,0.0,0.0,,20/10/2014,Anoeta
80,24.3,16.1,25.7,17.4,12.0,3,0.0,0.0,0.0,0.0,,24/10/2014,Balaídos
81,24.7,15.4,23.1,14.5,14.8,3,0.0,0.0,0.0,0.0,,25/10/2014,Juegos Mediterráneos
82,28.6,13.5,28.1,12.3,10.8,3,0.0,0.0,0.0,0.0,,25/10/2014,El Arcángel
83,21.8,14.1,22.1,14.5,10.8,3,0.0,0.0,0.0,0.0,,25/10/2014,Ipurua
84,23.8,11.6,22.2,9.7,9.9,3,0.0,0.0,0.0,0.0,,25/10/2014,Santiago Bernabéu
85,29.1,15.2,27.0,14.8,12.9,3,0.0,0.0,0.0,0.0,,25/10/2014,Mestalla
86,19.5,7.9,19.1,6.7,7.4,3,0.0,0.0,0.0,0.0,,26/10/2014,Power8 Stadium
87,24.4,14.5,25.2,14.0,14.6,1,0.0,0.0,0.0,0.0,,26/10/2014,Coliseum Alfonso Pérez
88,24.4,16.4,23.3,16.4,7.0,3,0.0,0.0,0.0,0.0,,26/10/2014,La Rosaleda
89,26.6,15.1,26.2,14.0,9.5,3,0.0,0.0,0.0,0.0,,26/10/2014,Ramón Sánchez Pizjuán
90,20.9,14.4,19.0,12.5,22.1,53,1.6,1.6,0.0,0.0,,31/10/2014,Riazor
91,21.1,9.3,19.8,7.7,5.8,3,0.0,0.0,0.0,0.0,,01/11/2014,Vicente Calderón
92,20.1,14.2,20.6,14.6,8.6,3,0.0,0.0,0.0,0.0,,01/11/2014,Camp Nou
93,21.9,6.9,19.9,5.0,8.0,3,0.0,0.0,0.0,0.0,,01/11/2014,Nuevo Los Cármenes
94,26.2,14.1,25.6,13.1,10.9,3,0.0,0.0,0.0,0.0,,01/11/2014,Anoeta
95,19.7,12.8,20.2,12.9,8.4,53,2.0,2.0,0.0,0.0,,02/11/2014,San Mamés
96,22.0,9.7,19.2,7.9,13.4,3,0.0,0.0,0.0,0.0,,02/11/2014,Martínez Valero
97,23.8,15.8,23.2,16.9,18.3,3,0.0,0.0,0.0,0.0,,02/11/2014,Ciutat de València
98,21.2,14.7,20.4,15.6,17.2,3,0.0,0.0,0.0,0.0,,02/11/2014,El Madrigal
99,18.3,14.2,17.6,13.8,19.6,61,8.5,8.5,0.0,0.0,,03/11/2014,Vallecas
100,18.9,11.9,18.8,10.6,17.0,53,1.6,1.6,0.0,0.0,,07/11/2014,El Arcángel
101,19.3,15.5,18.4,14.6,18.9,3,0.0,0.0,0.0,0.0,,08/11/2014,Juegos Mediterráneos
102,14.5,11.2,11.6,8.4,31.6,63,25.5,25.5,0.0,0.0,,08/11/2014,Balaídos
103,17.7,9.4,14.4,6.8,21.6,55,3.2,3.2,0.0,0.0,,08/11/2014,Coliseum Alfonso Pérez
104,20.4,14.8,18.2,14.8,14.2,3,0.0,0.0,0.0,0.0,,08/11/2014,La Rosaleda
105,11.8,6.6,8.0,4.7,19.1,61,3.7,3.7,0.0,0.0,,08/11/2014,Santiago Bernabéu
106,11.2,3.5,9.4,1.2,7.9,3,0.0,0.0,0.0,0.0,,09/11/2014,Power8 Stadium
107,17.2,10.0,13.7,8.2,15.0,51,0.2,0.2,0.0,0.0,,09/11/2014,Ramón Sánchez Pizjuán
108,17.2,10.0,13.8,8.1,14.8,61,1.4,1.4,0.0,0.0,,09/11/2014,Anoeta
109,18.6,11.3,16.8,10.5,14.6,51,1.2,1.2,0.0,0.0,,09/11/2014,Mestalla
110,19.3,12.9,17.8,9.7,22.0,3,0.0,0.0,0.0,0.0,,21/11/2014,San Mamés
111,17.9,6.7,16.4,4.7,9.8,51,0.1,0.1,0.0,0.0,,22/11/2014,Vicente Calderón
112,19.0,12.6,20.0,11.9,10.6,3,0.0,0.0,0.0,0.0,,22/11/2014,Camp Nou
113,18.4,14.4,17.1,12.0,19.8,3,0.0,0.0,0.0,0.0,,22/11/2014,Ipurua
114,15.1,10.4,15.8,9.8,16.0,61,24.4,24.4,0.0,0.0,,22/11/2014,Riazor
115,18.6,12.4,15.5,9.0,26.0,3,0.0,0.0,0.0,0.0,,23/11/2014,Martínez Valero
116,19.7,14.9,19.4,14.4,12.2,3,0.0,0.0,0.0,0.0,,23/11/2014,Ciutat de València
117,19.3,12.7,18.2,11.2,15.9,53,0.6,0.6,0.0,0.0,,23/11/2014,Vallecas
118,19.4,12.3,18.6,11.0,15.9,3,0.0,0.0,0.0,0.0,,23/11/2014,El Madrigal
119,16.8,6.8,15.9,5.2,6.9,53,1.5,1.5,0.0,0.0,,24/11/2014,Nuevo Los Cármenes
120,15.3,11.6,13.5,8.8,33.4,63,28.2,28.2,0.0,0.0,,28/11/2014,Anoeta
121,15.6,7.6,12.9,4.5,22.2,3,0.0,0.0,0.0,0.0,,29/11/2014,Balaídos
122,12.7,10.7,11.6,9.3,22.2,63,39.7,39.7,0.0,0.0,,29/11/2014,Power8 Stadium
123,14.2,12.3,14.9,11.5,10.9,61,11.4,11.4,0.0,0.0,,29/11/2014,Coliseum Alfonso Pérez
124,16.3,10.5,15.1,9.7,8.4,53,1.5,1.5,0.0,0.0,,29/11/2014,La Rosaleda
125,13.8,6.7,11.6,5.1,13.3,53,2.5,2.5,0.0,0.0,,30/11/2014,Vicente Calderón
126,15.1,9.1,14.3,8.5,7.3,51,0.5,0.5,0.0,0.0,,30/11/2014,El Arcángel
127,16.3,8.4,15.4,7.0,7.2,51,0.6,0.6,0.0,0.0,,30/11/2014,Ramón Sánchez Pizjuán
128,16.0,13.7,14.5,12.7,28.1,63,56.8,56.8,0.0,0.0,,30/11/2014,Mestalla
129,18.0,12.8,17.6,11.7,10.8,51,0.9,0.9,0.0,0.0,,01/12/2014,Juegos Mediterráneos
130,8.8,6.7,5.4,2.9,19.7,61,21.3,21.3,0.0,0.0,,06/12/2014,San Mamés
131,8.4,1.6,3.0,-2.3,22.7,51,0.3,0.3,0.0,0.0,,06/12/2014,Martínez Valero
132,9.2,5.3,4.9,2.4,21.7,3,0.0,0.0,0.0,0.0,,06/12/2014,Riazor
133,8.3,0.2,3.5,-3.3,17.3,3,0.0,0.0,0.0,0.0,,06/12/2014,Santiago Bernabéu
134,11.9,5.2,9.5,3.3,8.6,51,0.9,0.9,0.0,0.0,,07/12/2014,Camp Nou
135,6.4,-0.9,2.2,-4.5,13.4,0,0.0,0.0,0.0,0.0,,07/12/2014,Nuevo Los Cármenes
136,8.9,1.2,3.9,-3.0,19.8,3,0.0,0.0,0.0,0.0,,07/12/2014,Vallecas
137,13.0,7.1,8.8,0.8,28.0,0,0.0,0.0,0.0,0.0,,07/12/2014,El Madrigal
138,11.1,7.8,7.5,3.1,30.6,61,19.0,19.0,0.0,0.0,,08/12/2014,Ipurua
139,16.0,6.9,13.6,3.4,20.2,2,0.0,0.0,0.0,0.0,,08/12/2014,Ciutat de València
140,15.8,9.9,13.9,7.7,11.3,3,0.0,0.0,0.0,0.0,,12/12/2014,Juegos Mediterráneos
141,15.6,9.1,13.6,7.5,20.9,61,17.8,17.8,0.0,0.0,,13/12/2014,El Arcángel
142,12.3,10.5,11.9,5.8,24.7,55,7.0,7.0,0.0,0.0,,13/12/2014,Coliseum Alfonso Pérez
143,15.6,12.0,14.4,11.4,17.1,55,7.6,7.6,0.0,0.0,,13/12/2014,La Rosaleda
144,17.3,8.6,14.7,5.6,14.5,3,0.0,0.0,0.0,0.0,,13/12/2014,Mestalla
145,8.4,5.6,6.5,3.3,10.5,61,22.8,22.8,0.0,0.0,,14/12/2014,Vicente Calderón
146,10.0,2.2,8.3,-1.1,8.1,51,0.4,0.4,0.0,0.0,,14/12/2014,Power8 Stadium
147,12.0,9.3,10.1,6.9,18.4,61,11.0,11.0,0.0,0.0,,14/12/2014,Ramón Sánchez Pizjuán
148,12.0,9.3,9.9,6.6,20.4,61,7.8,7.8,0.0,0.0,,14/12/2014,Anoeta
149,9.7,3.2,7.5,0.2,10.8,53,2.8,2.8,0.0,0.0,,15/12/2014,Riazor
150,12.9,8.6,11.9,6.8,9.5,3,0.0,0.0,0.0,0.0,,19/12/2014,Balaídos
151,15.3,9.7,14.5,8.5,8.4,3,0.0,0.0,0.0,0.0,,20/12/2014,Camp Nou
152,12.2,10.2,10.7,8.1,12.0,51,2.4,2.4,0.0,0.0,,20/12/2014,Ipurua
153,15.2,7.6,13.9,5.7,9.1,1,0.0,0.0,0.0,0.0,,20/12/2014,Ciutat de València
154,11.6,4.0,10.2,1.1,9.4,3,0.0,0.0,0.0,0.0,,20/12/2014,Vallecas
155,11.7,7.0,10.5,5.0,10.2,51,0.2,0.2,0.0,0.0,,21/12/2014,San Mamés
156,12.0,-0.4,10.2,-3.6,10.1,3,0.0,0.0,0.0,0.0,,21/12/2014,Martínez Valero
157,13.1,0.3,11.5,-2.5,6.4,3,0.0,0.0,0.0,0.0,,21/12/2014,Nuevo Los Cármenes
158,14.9,6.5,13.4,3.9,10.0,0,0.0,0.0,0.0,0.0,,21/12/2014,El Madrigal
159,10.1,-1.5,7.7,-4.5,6.8,1,0.0,0.0,0.0,0.0,,03/01/2015,Vicente Calderón
160,9.9,-1.2,7.3,-4.5,8.0,2,0.0,0.0,0.0,0.0,,03/01/2015,Martínez Valero
161,11.9,-0.5,9.9,-4.0,9.3,1,0.0,0.0,0.0,0.0,,03/01/2015,Riazor
162,15.4,7.0,15.1,5.6,6.9,3,0.0,0.0,0.0,0.0,,03/01/2015,La Rosaleda
163,17.1,5.0,15.0,1.7,12.0,0,0.0,0.0,0.0,0.0,,03/01/2015,Ramón Sánchez Pizjuán
164,12.6,-0.8,10.5,-3.9,5.4,1,0.0,0.0,0.0,0.0,,04/01/2015,Power8 Stadium
165,13.3,6.8,13.0,4.4,12.4,3,0.0,0.0,0.0,0.0,,04/01/2015,Coliseum Alfonso Pérez
166,17.6,3.9,16.2,0.6,10.0,0,0.0,0.0,0.0,0.0,,04/01/2015,Anoeta
167,17.9,7.5,16.2,4.7,12.7,0,0.0,0.0,0.0,0.0,,04/01/2015,Mestalla
168,14.7,0.3,13.0,-2.7,9.3,2,0.0,0.0,0.0,0.0,,05/01/2015,El Arcángel
169,17.7,4.0,15.3,1.1,10.5,0,0.0,0.0,0.0,0.0,,09/01/2015,Ciutat de València
170,11.8,6.5,11.1,4.8,6.6,3,0.0,0.0,0.0,0.0,,10/01/2015,Balaídos
171,13.4,5.1,11.9,2.7,9.8,2,0.0,0.0,0.0,0.0,,10/01/2015,Ipurua
172,17.1,8.7,17.2,7.3,7.6,3,0.0,0.0,0.0,0.0,,10/01/2015,La Rosaleda
173,11.2,-2.2,9.0,-5.3,10.5,0,0.0,0.0,0.0,0.0,,10/01/2015,Santiago Bernabéu
174,18.4,8.1,17.1,5.6,10.4,3,0.0,0.0,0.0,0.0,,11/01/2015,Juegos Mediterráneos
175,10.7,6.8,8.4,4.3,17.1,55,4.7,4.7,0.0,0.0,,11/01/2015,San Mamés
176,14.3,7.4,13.8,5.2,9.2,2,0.0,0.0,0.0,0.0,,11/01/2015,Camp Nou
177,15.1,2.8,11.9,-0.2,9.3,2,0.0,0.0,0.0,0.0,,11/01/2015,Nuevo Los Cármenes
178,13.3,0.2,11.1,-3.2,10.2,3,0.0,0.0,0.0,0.0,,12/01/2015,Vallecas
179,12.4,5.7,8.5,3.1,23.3,63,8.1,8.1,0.0,0.0,,16/01/2015,El Arcángel
180,6.5,-2.9,3.4,-6.2,7.9,51,0.1,0.1,0.0,0.0,,17/01/2015,Power8 Stadium
181,11.9,2.1,9.1,-0.8,11.3,3,0.0,0.0,0.0,0.0,,17/01/2015,Anoeta
182,14.3,5.5,11.1,1.7,21.6,0,0.0,0.0,0.0,0.0,,17/01/2015,Mestalla
183,12.8,3.3,9.9,-0.3,11.7,0,0.0,0.0,0.0,0.0,,17/01/2015,El Madrigal
184,3.1,-0.7,-0.0,-4.1,9.2,73,5.3,3.0,0.0,1.68,,18/01/2015,Vicente Calderón
185,3.2,-0.2,-0.4,-3.9,10.4,71,5.7,4.3,0.0,1.05,,18/01/2015,Martínez Valero
186,10.7,6.5,8.1,2.1,23.1,63,15.1,15.1,0.0,0.0,,18/01/2015,Coliseum Alfonso Pérez
187,7.5,3.6,4.8,-2.1,31.0,61,8.0,8.0,0.0,0.0,,18/01/2015,Riazor
188,10.6,7.1,8.7,4.7,20.1,61,22.5,22.5,0.0,0.0,,18/01/2015,Ramón Sánchez Pizjuán
189,9.4,-2.7,5.2,-6.4,11.7,3,0.0,0.0,0.0,0.0,,24/01/2015,Vicente Calderón
190,13.3,-0.3,9.4,-4.1,15.6,3,0.0,0.0,0.0,0.0,,24/01/2015,El Arcángel
191,9.3,-1.6,4.3,-6.2,16.2,2,0.0,0.0,0.0,0.0,,24/01/2015,Martínez Valero
192,14.0,2.9,9.9,-0.6,16.8,1,0.0,0.0,0.0,0.0,,24/01/2015,Anoeta
193,15.0,6.2,11.8,0.7,26.9,2,0.0,0.0,0.0,0.0,,24/01/2015,El Madrigal
194,8.0,4.9,4.6,2.9,16.1,51,0.1,0.1,0.0,0.0,,25/01/2015,San Mamés
195,5.6,-1.0,0.3,-6.3,16.3,2,0.0,0.0,0.0,0.0,,25/01/2015,Power8 Stadium
196,11.0,3.6,8.3,0.8,14.3,3,0.0,0.0,0.0,0.0,,25/01/2015,Riazor
197,16.5,6.1,12.7,3.4,18.6,1,0.0,0.0,0.0,0.0,,25/01/2015,Mestalla
198,9.5,3.6,6.8,1.0,14.0,3,0.0,0.0,0.0,0.0,,26/01/2015,Coliseum Alfonso Pérez
199,12.3,4.7,5.5,0.2,42.0,53,2.2,2.2,0.0,0.0,,30/01/2015,Vallecas
200,12.0,8.0,7.0,2.2,39.1,55,8.0,8.0,0.0,0.0,,31/01/2015,Balaídos
201,8.1,3.6,2.8,-3.0,35.1,71,24.6,24.4,0.0,0.14,,31/01/2015,Ipurua
202,8.5,1.7,4.5,-2.6,32.2,61,18.1,18.1,0.0,0.0,,31/01/2015,Nuevo Los Cármenes
203,9.8,1.7,6.2,-3.4,27.2,61,8.1,8.1,0.0,0.0,,31/01/2015,Santiago Bernabéu
204,12.7,5.8,9.1,2.1,16.2,0,0.0,0.0,0.0,0.0,,01/02/2015,Juegos Mediterráneos
205,10.8,3.3,4.8,-2.3,27.9,3,0.0,0.0,0.0,0.0,,01/02/2015,Camp Nou
206,13.8,7.6,6.6,0.1,34.0,1,0.0,0.0,0.0,0.0,,01/02/2015,Ciutat de València
207,13.5,4.9,9.1,1.3,17.3,3,0.0,0.0,0.0,0.0,,01/02/2015,Ramón Sánchez Pizjuán
208,13.4,6.0,9.5,2.9,19.3,51,0.8,0.8,0.0,0.0,,02/02/2015,La Rosaleda
209,3.2,-1.4,-2.5,-7.6,24.6,51,0.5,0.5,0.0,0.0,,04/02/2015,Santiago Bernabéu
210,4.9,0.7,-0.6,-2.9,25.9,71,4.7,4.6,0.0,0.07,,06/02/2015,Riazor
211,4.6,-2.1,0.2,-5.7,12.0,3,0.0,0.0,0.0,0.0,,07/02/2015,Vicente Calderón
212,8.3,1.8,4.6,-1.6,12.8,51,0.9,0.9,0.0,0.0,,07/02/2015,Ciutat de València
213,11.5,1.7,9.2,-1.2,9.3,51,0.4,0.4,0.0,0.0,,07/02/2015,Anoeta
214,7.9,1.6,4.2,-1.6,10.2,3,0.0,0.0,0.0,0.0,,07/02/2015,El Madrigal
215,6.4,2.0,1.7,-1.2,18.8,71,1.3,1.1,0.0,0.14,,08/02/2015,San Mamés
216,12.5,2.3,9.0,-1.8,13.8,1,0.0,0.0,0.0,0.0,,08/02/2015,El Arcángel
217,9.1,-3.1,5.7,-6.7,11.2,2,0.0,0.0,0.0,0.0,,08/02/2015,Power8 Stadium
218,6.3,3.2,2.6,0.2,16.5,51,1.1,1.1,0.0,0.0,,08/02/2015,Coliseum Alfonso Pérez
219,8.7,-3.3,2.6,-7.3,26.3,3,0.0,0.0,0.0,0.0,,09/02/2015,Martínez Valero
220,14.0,9.3,12.3,7.5,13.0,3,0.0,0.0,0.0,0.0,,13/02/2015,Juegos Mediterráneos
221,8.3,1.9,4.1,-0.9,18.7,51,2.2,2.2,0.0,0.0,,14/02/2015,Nuevo Los Cármenes
222,16.6,8.3,13.6,6.3,18.1,3,0.0,0.0,0.0,0.0,,14/02/2015,La Rosaleda
223,11.3,4.9,6.8,1.5,20.4,51,0.7,0.7,0.0,0.0,,14/02/2015,Santiago Bernabéu
224,16.7,8.1,13.6,5.9,18.6,3,0.0,0.0,0.0,0.0,,14/02/2015,Ramón Sánchez Pizjuán
225,12.2,6.9,11.1,4.6,14.5,51,0.3,0.3,0.0,0.0,,15/02/2015,Camp Nou
226,12.7,10.1,10.0,7.4,28.4,55,4.3,4.3,0.0,0.0,,15/02/2015,Balaídos
227,20.5,10.8,18.6,7.6,22.2,51,0.9,0.9,0.0,0.0,,15/02/2015,Mestalla
228,12.7,4.1,10.2,1.4,17.3,51,0.1,0.1,0.0,0.0,,15/02/2015,Vallecas
229,9.5,6.3,6.6,2.0,35.4,61,15.3,15.3,0.0,0.0,,16/02/2015,Ipurua
230,12.4,5.8,9.8,3.0,16.5,53,6.0,6.0,0.0,0.0,,20/02/2015,Coliseum Alfonso Pérez
231,10.8,3.1,6.4,-0.1,25.6,71,3.8,3.7,0.0,0.07,,21/02/2015,Vicente Calderón
232,10.3,4.0,8.4,1.5,14.1,53,3.2,3.2,0.0,0.0,,21/02/2015,Camp Nou
233,16.3,6.4,13.6,4.2,13.8,53,0.8,0.8,0.0,0.0,,21/02/2015,El Arcángel
234,9.5,5.3,7.1,2.7,24.5,51,1.2,1.2,0.0,0.0,,21/02/2015,Riazor
235,10.5,6.8,8.5,1.7,26.4,55,13.6,13.6,0.0,0.0,,22/02/2015,San Mamés
236,10.6,2.0,6.0,-2.7,23.5,3,0.0,0.0,0.0,0.0,,22/02/2015,Martínez Valero
237,18.5,6.7,15.8,4.0,11.2,1,0.0,0.0,0.0,0.0,,22/02/2015,Anoeta
238,14.9,8.0,10.5,2.3,26.6,2,0.0,0.0,0.0,0.0,,22/02/2015,El Madrigal
239,18.3,9.1,13.5,5.8,28.9,3,0.0,0.0,0.0,0.0,,23/02/2015,Ciutat de València
240,8.0,1.4,5.0,-2.0,13.9,51,1.8,1.8,0.0,0.0,,27/02/2015,Power8 Stadium
241,16.0,9.6,15.2,8.5,10.7,3,0.0,0.0,0.0,0.0,,28/02/2015,Juegos Mediterráneos
242,14.4,5.5,12.1,3.8,9.5,3,0.0,0.0,0.0,0.0,,28/02/2015,Nuevo Los Cármenes
